appid,name,price,currency,genres,release_date,steam_review_score
252450,StarDrive 2,29.99,USD,"Indie, Strategy","Apr 9, 2015",70
252490,Rust,119.99,BRL,"Action, Adventure, Indie, Massively Multiplayer, RPG","8 Feb, 2018",69
252550,Qbeh-1: The Atlas Cube,20.69,BRL,"Adventure, Casual, Indie","15 May, 2014",72
252630,Eldritch,24.99,BRL,"Action, Adventure, Indie, RPG","21 Oct, 2013",77
252670,Nihilumbra,15.99,BRL,"Adventure, Casual, Indie","25 Oct, 2013",75
252710,The Last Express Gold Edition,23.5,BRL,Adventure,"21 Nov, 2013",82
252750,MouseCraft,7.5,BRL,"Action, Adventure, Casual, Indie, Strategy","8 Jul, 2014",72
252950,Rocket League®,,,"Action, Indie, Racing, Sports","6 Jul, 2015",86
253030,Race The Sun,32.99,BRL,"Action, Indie, Racing","9 Dec, 2013",79
253110,The Cat Lady,29.99,BRL,"Adventure, Indie","4 Dec, 2013",81
253230,A Hat in Time,88.99,BRL,"Adventure, Indie","5 Oct, 2017",79
253290,FOTONICA,46.99,BRL,"Action, Indie","6 Nov, 2014",71
253310,Fester Mudd: Curse of the Gold - Episode 1,16.99,BRL,Adventure,"4 Nov, 2013",76
253330,Neverending Nightmares,27.99,BRL,"Action, Adventure, Indie","26 Sep, 2014",68
253390,Hot Tin Roof: The Cat That Wore A Fedora,46.99,BRL,"Action, Adventure, Indie, RPG","20 Feb, 2015",66
253610,Wrack,19.99,BRL,"Action, Indie","30 Sep, 2014",66
253690,Tiny Brains,4.13,BRL,"Action, Adventure, Casual, Indie","11 Dec, 2013",63
253750,Ikaruga,16.99,BRL,"Action, Indie","18 Feb, 2014",84
253790,rymdkapsel,26.49,BRL,"Indie, Strategy","30 Jan, 2014",77
253840,Shantae: Half-Genie Hero,36.99,BRL,"Action, Adventure, Indie","20 Dec, 2016",76
253880,Earth 2150 Trilogy,32.99,BRL,Strategy,"1 Nov, 2013",78
253940,Septerra Core,26.49,BRL,RPG,"27 Sep, 2013",70
253980,Enclave,32.99,BRL,"Action, RPG","4 Oct, 2013",71
256460,Cosmic Star Heroine,16.99,CAD,"Indie, RPG","11 Apr, 2017",77
264710,Subnautica,39.99,CAD,"Adventure, Indie","23 Jan, 2018",87
265590,The Red Solstice,2.06,BRL,Strategy,"9 Jul, 2015",74
265690,NaissanceE,,,"Adventure, Indie","13 Feb, 2014",66
265830,Monochroma,36.99,BRL,"Action, Adventure, Indie","28 May, 2014",55
265930,Goat Simulator,37.19,BRL,"Casual, Indie, Simulation","1 Apr, 2014",62
265950,Ether One,55.99,BRL,"Adventure, Indie","25 Mar, 2014",82
265970,Worlds of Magic,1.74,BRL,"RPG, Strategy","19 Mar, 2015",52
266110,Tower of Guns,41.0,BRL,"Action, Indie","4 Mar, 2014",76
266170,Windforge,19.99,BRL,"Action, Indie, RPG","11 Mar, 2014",53
266410,iRacing,32.99,BRL,"Massively Multiplayer, Racing, Simulation, Sports","12 Jan, 2015",79
266510,Hand of Fate,19.99,CAD,"Action, Indie, RPG","17 Feb, 2015",78
266840,Age of Mythology: Extended Edition,55.99,BRL,"Simulation, Strategy","8 May, 2014",66
267220,Line Of Defense Tactics - Tactical Advantage,19.99,BRL,"Action, Casual, Indie, RPG, Strategy","17 Mar, 2014",47
267980,Hostile Waters: Antaeus Rising,10.49,BRL,Strategy,"30 Jan, 2014",80
268030,Battle Worlds: Kronos Demo,,,Strategy,"10 Dec, 2013",71
268050,The Evil Within,49.99,BRL,Action,"13 Oct, 2014",68
268130,Heat Signature,27.99,BRL,"Action, Adventure, Indie, Strategy","21 Sep, 2017",79
268400,Panzer Corps Gold,88.99,BRL,Strategy,"12 Mar, 2014",80
268500,XCOM® 2,99.9,BRL,Strategy,"4 Feb, 2016",88
270880,American Truck Simulator,19.99,EUR,"Indie, Simulation","2 Feb, 2016",76
274190,Broforce,14.99,USD,"Action, Adventure, Casual, Indie","Oct 15, 2015",83
275390,Guacamelee! Super Turbo Championship Edition,14.99,USD,"Action, Adventure, Indie","Aug 21, 2014",80
275850,No Man's Sky,58.99,EUR,"Action, Adventure","12 Aug, 2016",61
279620,Expansion - Europa Universalis IV: Wealth of Nations,13.99,CAD,"Simulation, Strategy","29 May, 2014",84
279623,Expansion - Europa Universalis IV: Res Publica,6.99,CAD,"Simulation, Strategy","16 Jul, 2014",79
281410,UberSoldier II,29.99,BRL,"Action, Adventure","25 Mar, 2014",62
281580,Wings Over Europe,29.99,BRL,Simulation,"30 May, 2014",62
281610,Homeworld: Deserts of Kharak,9.09,BRL,Strategy,"20 Jan, 2016",79
281640,The Banner Saga 2,46.25,BRL,"Indie, RPG, Strategy","19 Apr, 2016",82
281750,Munin,16.99,BRL,"Adventure, Casual, Indie","10 Jun, 2014",68
281840,4PM,6.29,BRL,Indie,"9 Jul, 2014",41
281940,Woolfe - The Red Hood Diaries,32.99,BRL,"Action, Adventure, Indie","17 Mar, 2015",55
281990,Stellaris,244.0,UAH,"Симулятори, Стратегії",9 трав. 2016,78
282070,This War of Mine,5.99,BRL,"Adventure, Indie, Simulation","14 Nov, 2014",83
282140,SOMA,88.99,BRL,"Action, Adventure, Indie","21 Sep, 2015",84
282210,Sid Meier's Starships,9.99,BRL,Strategy,"12 Mar, 2015",64
282250,Line of Defense Tactics Demo,,,"Action, Indie, RPG, Strategy","26 Feb, 2014",47
282270,Drox Operative Demo,,,"Action, Indie, RPG","26 Feb, 2014",74
282560,RollerCoaster Tycoon World™,6.99,BRL,"Simulation, Strategy","16 Nov, 2016",43
282640,LOST ORBIT,23.99,BRL,"Action, Adventure, Indie","12 May, 2015",72
282900,Hyperdimension Neptunia Re;Birth1,28.99,BRL,"RPG, Strategy","29 Jan, 2015",72
283160,House of the Dying Sun,36.99,BRL,"Action, Indie, Simulation","1 Nov, 2016",76
283180,The Samaritan Paradox,1.99,USD,"Adventure, Indie","Apr 18, 2014",75
283290,Nosferatu: The Wrath of Malachi,10.49,BRL,"Action, Adventure","6 Mar, 2014",70
283310,Soulbringer,10.49,BRL,RPG,"13 Mar, 2014",70
283350,Eurofighter Typhoon,10.49,BRL,Action,"2 May, 2014",69
283370,Marine Sharpshooter II: Jungle Warfare,10.49,BRL,Action,"3 Apr, 2014",52
283390,Incoming + Incoming Forces,10.49,BRL,Action,"6 Mar, 2014",67
283640,Salt and Sanctuary,33.99,BRL,"Action, Indie, RPG","17 May, 2016",84
283680,Astebreed: Definitive Edition,7.59,BRL,"Action, Indie","30 May, 2014",86
283811,Frozen Cortex - Soundtrack DLC,21.99,BRL,"Indie, Sports, Strategy","8 Jun, 2015",79
283812,Frozen Cortex - Mega Tier DLC,31.99,BRL,"Indie, Sports, Strategy","8 Jun, 2015",79
283813,Frozen Cortex - Ultimate Tier DLC,63.99,BRL,"Indie, Sports, Strategy","8 Jun, 2015",79
284140,Majestic Nights,10.49,BRL,"Action, Adventure, Indie, RPG","30 Oct, 2014",32
284390,The Last Door - Collector's Edition,19.99,BRL,"Adventure, Indie","20 May, 2014",79
284410,Cornerstone: The Song of Tyrim,36.99,BRL,"Action, Adventure, Indie","26 Apr, 2016",58
284460,DeadCore,34.99,BRL,"Action, Indie","17 Oct, 2014",78
287440,Ikaruga Demo,,,"Action, Indie","8 May, 2014",84
287580,Pandora: First Contact,43.95,AUD,"Simulation, Strategy","30 May, 2014",68
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,235999.0,IDR,"Action, Adventure","1 Sep, 2015",91
289070,Sid Meier’s Civilization® VI,710.0,KZT,Strategy,"20 Oct, 2016",88
294100,RimWorld,31.99,EUR,"Indie, Simulation, Strategy","17 Oct, 2018",87
295490,Schrodinger’s Cat And The Raiders Of The Lost Quark,19.99,BRL,"Action, Adventure, Casual, Indie","23 Sep, 2014",59
295750,The Floor is Jelly,19.99,BRL,Indie,"30 May, 2014",83
296070,MIND: Path to Thalamus Enhanced Edition,28.99,BRL,"Adventure, Indie, Strategy","5 Aug, 2014",75
296180,Iron Storm,6.29,BRL,"Action, Adventure, Indie","8 May, 2014",69
296210,Brigade E5: New Jagged Union,13.79,BRL,"Simulation, Strategy","30 Apr, 2014",41
296550,Niko: Through The Dream,19.99,BRL,"Adventure, Indie","17 Jul, 2015",74
296570,Lords of Xulima,36.99,BRL,RPG,"14 Nov, 2014",71
296630,Kraven Manor,,,"Action, Adventure, Free To Play, Indie","26 Sep, 2014",58
296830,Lucius II,36.99,BRL,"Action, Adventure, Indie, Simulation","13 Feb, 2015",48
296850,Al Emmo and the Lost Dutchman's Mine,29.99,BRL,"Adventure, Indie","9 May, 2014",77
297000,Heroes® of Might & Magic® III - HD Edition,44.99,BRL,"RPG, Strategy","28 Jan, 2015",65
297060,Freaking Meatbags,19.99,BRL,"Action, Indie, Strategy","4 Feb, 2015",69
297120,Heavy Bullets,6.59,BRL,"Action, Indie","18 Sep, 2014",72
297130,Titan Souls,46.99,BRL,"Action, Adventure, Indie","14 Apr, 2015",74
297350,The Old City: Leviathan,11.99,BRL,"Adventure, Indie","3 Dec, 2014",62
297570,Warrior Kings,5.99,BRL,Strategy,"24 Apr, 2014",73
297620,Rocko's Quest,10.49,BRL,Action,"24 Apr, 2014",41
297660,Super Rad Raygun,,,"Action, Adventure, Indie","8 Nov, 2016",64
297720,Corpse of Discovery,4.49,BRL,"Adventure, Indie","25 Aug, 2015",49
297760,Qvadriga,59.99,BRL,"Racing, Simulation, Sports, Strategy","13 Jun, 2014",72
297860,Split/Second,59.99,BRL,"Action, Racing","6 Oct, 2014",79
298000,MotoGP 14 Demo,,,"Racing, Sports","16 Jul, 2014",76
298030,Total Annihilation,10.49,BRL,Strategy,"18 Dec, 2015",86
298050,Master of Orion,47.49,BRL,Strategy,"25 Aug, 2016",74
298110,Far Cry® 4,46350.0,IDR,"Action, Adventure","17 Nov, 2014",80
298140,Rhiannon: Curse of the Four Branches,16.99,BRL,"Adventure, Indie","15 May, 2014",67
298260,Only If,,,"Adventure, Indie, Free To Play","25 Jul, 2014",39
298520,Orbital Gear,,,"Action, Indie, Simulation, Free To Play","7 Aug, 2014",59
298600,Lovely Planet,20.49,BRL,"Action, Indie","31 Jul, 2014",61
298630,The Escapists,9.19,BRL,"Action, Adventure, Indie, Simulation, Strategy","13 Feb, 2015",71
298900,Space Hulk: Deathwing,,,"Action, Adventure","14 Dec, 2016",58
298920,Croixleur Sigma Demo,,,"Action, Indie","6 May, 2014",56
299030,Blood: One Unit Whole Blood,,,"Action, Adventure","14 Jul, 2014",82
299050,Blood II: The Chosen + Expansion,2.09,BRL,"Action, Adventure","14 Jul, 2014",72
299070,Warrior Kings: Battles,5.99,BRL,Strategy,"6 May, 2014",64
299130,DreadOut Demo,,,"Adventure, Indie","6 May, 2014",55
304530,Agents of Mayhem,29.99,USD,Action,"Aug 15, 2017",68
306130,The Elder Scrolls® Online,19.99,USD,"Action, Adventure, Massively Multiplayer, RPG","May 22, 2017",80
307580,Technobabylon,14.99,USD,"Adventure, Indie","May 21, 2015",82
310470,Grand Ages: Medieval,19.99,USD,"Simulation, Strategy","Sep 25, 2015",63
310490,Crookz - The Big Heist,39.0,BRL,"Simulation, Strategy","25 Aug, 2015",74
310510,Deathtrap,59.99,BRL,"Action, Adventure, Indie, RPG, Strategy","4 Feb, 2015",77
310740,NEON STRUCT,33.99,BRL,"Action, Indie","20 May, 2015",62
310880,Basketball Pro Management 2015,19.99,BRL,"Simulation, Sports, Strategy","19 Nov, 2014",69
310950,Street Fighter V,44.5,BRL,Action,"15 Feb, 2016",89
311010,The Way,46.99,BRL,"Action, Adventure, Indie","20 May, 2016",67
311040,Rulers of Nations,36.99,BRL,Strategy,"16 Jul, 2014",63
311080,Echelon,3.44,BRL,"Action, Simulation","3 Jul, 2014",70
311100,Echelon: Wind Warriors,13.79,BRL,"Action, Simulation","8 Aug, 2014",63
311210,Call of Duty®: Black Ops III,329.9,BRL,"Action, Adventure","5 Nov, 2015",73
311240,Zero Escape: Zero Time Dilemma,22.79,CAD,Adventure,"29 Jun, 2016",78
311260,The Guild 3,13.99,BRL,"RPG, Simulation, Strategy","14 Jun, 2022",65
311340,METAL GEAR SOLID V: GROUND ZEROES,36.99,BRL,"Action, Adventure","18 Dec, 2014",80
311480,Vertical Drop Heroes HD,13.99,BRL,"Action, RPG","25 Jul, 2014",70
311560,Assassin’s Creed® Rogue,59.99,BRL,"Action, Adventure","9 Mar, 2015",74
311690,Enter the Gungeon,5.84,CAD,"Action, Adventure, Indie","5 Apr, 2016",84
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,,,Action,"30 Mar, 2015",69
311950,Freedom Planet Demo,,,"Action, Indie","4 Dec, 2014",83
312060,FINAL FANTASY XIV Online Free Trial,,,"Massively Multiplayer, RPG","5 Nov, 2014",83
312200,Chasm,37.99,BRL,"Action, Adventure, Indie, RPG","30 Jul, 2018",72
312330,Meridian: New World Demo,,,"Indie, Strategy","2 Jul, 2014",43
312360,To End All Wars,107.99,BRL,"Simulation, Strategy","29 Aug, 2014",71
312440,Legions of Steel,59.99,BRL,Strategy,"16 Jul, 2015",64
312450,Order of Battle: World War II,,,"Simulation, Strategy, Free To Play","30 Apr, 2015",81
312520,Rain World,73.99,BRL,"Action, Adventure, Indie","28 Mar, 2017",66
312530,Duck Game,25.99,BRL,"Action, Indie","4 Jun, 2015",82
312540,Ys VI: The Ark of Napishtim,22.99,CAD,"Action, Adventure, RPG","28 Apr, 2015",76
312560,Xanadu Next,28.99,BRL,"Action, RPG","3 Nov, 2016",78
312660,Sniper Elite 4,105.99,BRL,"Action, Adventure","13 Feb, 2017",78
312670,Strange Brigade,93.99,BRL,"Action, Adventure","27 Aug, 2018",68
312780,Way of the Samurai 4,45.99,BRL,"Action, Adventure","23 Jul, 2015",72
313010,Cities XXL,34.9,BRL,Simulation,"5 Feb, 2015",47
313080,The Masterplan,19.99,USD,"Action, Indie, Strategy","Jun 4, 2015",68
313130,Metrocide,26.89,BRL,Indie,"15 Dec, 2014",68
313160,Farming Simulator 15,26.89,BRL,Simulation,"30 Oct, 2014",64
313290,Battleplan: American Civil War Demo,,,"Casual, Simulation, Strategy","7 Jul, 2014",66
313500,Blitzkrieg 2 Anthology,10.49,BRL,Strategy,"16 Sep, 2014",75
313630,The Solus Project,36.99,BRL,"Adventure, Indie, Simulation","7 Jun, 2016",68
313780,Conarium,59.99,BRL,"Adventure, Indie","6 Jun, 2017",71
313810,Legend of Kay Anniversary,9.24,BRL,"Action, Adventure, RPG","27 Jul, 2015",64
313870,A Vampyre Story,32.99,BRL,Adventure,"15 Jul, 2014",74
316090,Bravada Demo,,,"Indie, RPG, Strategy","25 Aug, 2014",70
321870,Silence of the Sleep,16.99,BRL,"Adventure, Indie","1 Oct, 2014",66
322080,Disorder,,,"Action, Indie, Free To Play","12 Jan, 2015",61
322190,SteamWorld Heist,28.99,BRL,"RPG, Strategy","7 Jun, 2016",81
322210,"Guns, Gore & Cannoli",19.99,BRL,"Action, Indie","30 Apr, 2015",80
322330,Don't Starve Together,9.51,BRL,"Action, Adventure, Indie, RPG, Simulation, Strategy","21 Apr, 2016",83
322440,Red Goddess: Inner World,19.99,BRL,"Action, Adventure, Indie","31 Aug, 2015",53
322500,SUPERHOT,24.99,USD,"Action, Indie","Feb 25, 2016",82
322610,Sid Meier's Civilization: Beyond Earth Demo,,,Strategy,"24 Oct, 2014",81
322670,Majestic Nights Demo,,,"Action, Adventure, Indie, RPG","30 Oct, 2014",32
322680,BLACKHOLE,29.99,BRL,"Action, Adventure, Indie","27 Feb, 2015",82
322750,Drifting Lands,10.89,BRL,"Action, Indie, RPG","5 Jun, 2017",71
322900,"War, the Game",13.99,BRL,"Indie, Strategy","12 Jan, 2015",65
322920,theHunter: Primal,,,"Action, Adventure, Simulation","31 Mar, 2015",49
322970,Subject 13,19.99,BRL,"Adventure, Indie","28 May, 2015",59
323190,Frostpunk,8.89,BRL,"Simulation, Strategy","24 Apr, 2018",84
323320,Grow Home,5.99,BRL,"Adventure, Casual, Indie","4 Feb, 2015",75
323380,The Magic Circle,59.99,BRL,"Action, Adventure, Indie, Simulation, Strategy","9 Jul, 2015",79
323580,Jotun: Valhalla Edition,46.99,BRL,"Action, Adventure, Indie","29 Sep, 2015",79
323700,Poltergeist: A Pixelated Horror,32.99,BRL,"Casual, Indie","20 Oct, 2014",70
323720,Decay: The Mare,16.99,BRL,"Adventure, Indie","13 Feb, 2015",60
323850,Move or Die,27.99,BRL,"Action, Indie","21 Jan, 2016",80
324140,Kalimba,19.99,BRL,"Action, Casual","22 Apr, 2015",81
324160,CLANNAD,121.99,BRL,"Adventure, Casual","23 Nov, 2015",83
324260,VoidExpanse,14.99,USD,"Action, Indie, RPG, Simulation, Strategy","Apr 2, 2015",59
324650,Gemini: Heroes Reborn,6.49,BRL,"Action, Adventure","18 Jan, 2016",54
324680,Impossible Creatures Steam Edition,4.99,BRL,Strategy,"11 Nov, 2015",72
324740,The Warlock of Firetop Mountain,59.99,BRL,"Action, Adventure, Indie","30 Aug, 2016",70
324800,Shadow Warrior 2,8.89,BRL,"Action, Adventure","13 Oct, 2016",78
325060,Parallax,10.89,BRL,Indie,"10 Mar, 2015",68
330020,Children of Morta,4.34,CAD,"Action, Adventure, Indie, RPG","3 Sep, 2019",82
331690,Crossing Souls,19.49,CAD,"Action, Adventure, Indie","13 Feb, 2018",70
333110,Phantom Breaker: Battle Grounds - Kurisu Makise + Level 99 Pack,6.99,BRL,Action,"13 Mar, 2015",64
333430,Sinking Island,7.99,USD,Adventure,"Dec 5, 2014",68
333580,"Slow Down, Bull",4.29,BRL,"Action, Casual, Indie","20 Apr, 2015",65
333640,Caves of Qud,84.99,BRL,"Adventure, Indie, RPG, Strategy","5 Dec, 2024",91
333690,Epanalepsis,8.39,BRL,"Adventure, Indie","21 May, 2015",48
333930,Dirty Bomb®,,,"Action, Free To Play","2 Jun, 2015",63
333970,A Druid's Duel,16.59,BRL,"Indie, Strategy","25 Feb, 2015",70
334070,Hektor,19.99,BRL,"Action, Adventure, Indie","13 Mar, 2015",55
334100,Extreme Exorcism,12.39,BRL,"Action, Adventure, Casual, Indie","23 Sep, 2015",75
334120,Armikrog,32.99,BRL,"Adventure, Indie","30 Sep, 2015",57
334140,Roche Fusion,12.4,BRL,"Action, Casual, Indie","23 Jan, 2015",85
334310,Plebby Quest: The Crusades,59.99,BRL,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","8 Apr, 2020",78
334940,Yoku's Island Express,104.9,BRL,"Adventure, Indie","29 May, 2018",84
335000,Tormentum - Dark Sorrow,23.99,BRL,"Adventure, Casual, Indie","4 Mar, 2015",72
335120,Serpent in the Staglands,27.89,BRL,"Adventure, RPG","28 May, 2015",75
335300,DARK SOULS™ II: Scholar of the First Sin,154.9,BRL,"Action, RPG","1 Apr, 2015",79
343100,Overture,4.99,USD,"Action, Adventure, Casual, Indie, RPG, Strategy","Feb 2, 2015",76
343710,Kholat,59.99,BRL,"Adventure, Indie","9 Jun, 2015",64
343860,Tacoma,59.99,BRL,"Adventure, Indie","1 Aug, 2017",76
344000,The Weaponographist Demo,,,"Action, Indie, RPG","20 Apr, 2015",58
344030,Ghost Pirates of Vooju Island,32.99,BRL,"Adventure, Casual","27 Jan, 2015",66
344150,Sym Demo,,,Indie,"11 Feb, 2015",61
344410,Magnetic: Cage Closed,46.99,BRL,"Action, Adventure, Indie","26 May, 2015",61
344500,Three Fourths Home: Extended Edition,10.49,BRL,"Adventure, Indie","20 Mar, 2015",77
344740,CRYPTARK,27.99,BRL,"Action, Adventure, Indie, Strategy","20 Jun, 2017",80
344850,Big Pharma,73.99,BRL,"Indie, Simulation, Strategy","27 Aug, 2015",72
345180,Victor Vran ARPG,39.99,BRL,"Action, Adventure, Indie, RPG","24 Jul, 2015",75
345480,Lumo,10.49,BRL,"Adventure, Indie","24 May, 2016",77
346110,ARK: Survival Evolved,14.79,EUR,"Action, Adventure, Indie, Massively Multiplayer, RPG","27 Aug, 2017",70
350080,Wolfenstein: The Old Blood,49.99,BRL,Action,"4 May, 2015",76
353540,Stephen's Sausage Roll,88.99,BRL,Indie,"17 Apr, 2016",90
353580,Rad Rodgers: World One,,,"Action, Adventure, Indie","1 Dec, 2016",72
353640,Train Valley,19.99,BRL,"Action, Adventure, Casual, Indie, Simulation, Strategy","16 Sep, 2015",69
353700,The Deadly Tower of Monsters,27.99,BRL,"Action, Adventure, Indie","19 Jan, 2016",73
353830,Sid Meier's Civilization: Beyond Earth - Rising Tide,19.75,BRL,Strategy,"8 Oct, 2015",79
354110,Supreme League of Patriots Issue 1: A Patriot Is Born Demo,,,,"12 Mar, 2015",56
354140,Five Nights at Freddy's 3,16.59,BRL,"Action, Indie, Simulation","2 Mar, 2015",68
354160,WRC 5 FIA World Rally Championship,20.69,BRL,Racing,"8 Oct, 2015",65
354180,Bunker - The Underground Game,8.69,BRL,"Adventure, Indie","21 May, 2015",70
354400,Tadpole Treble,10.49,BRL,"Action, Adventure, Indie","2 Sep, 2016",90
354740,Echoes of Aetheria,46.99,BRL,"Indie, RPG","15 Jan, 2016",77
355310,Blood Alloy: Reborn,26.89,BRL,"Action, Indie","2 Mar, 2016",48
355530,Last Word,32.99,BRL,"Adventure, Casual, Indie, RPG","8 May, 2015",67
355660,Ride: Game Demo,,,"Racing, Simulation, Sports","18 Mar, 2015",68
355680,Overland,59.99,BRL,Strategy,"19 Sep, 2019",69
355790,Styx: Shards of Darkness,54.9,BRL,"Action, Adventure","14 Mar, 2017",72
355800,Space Run Galaxy,34.9,BRL,"Indie, Strategy","17 Jun, 2016",75
356040,Sheltered,12.99,EUR,"Indie, RPG, Strategy","15 Mar, 2016",62
356180,Time Machine VR,55.99,BRL,"Adventure, Indie, Simulation","19 May, 2016",58
356210,Tony Tough and the Night of Roasted Moths,19.99,BRL,"Adventure, Casual","7 May, 2015",68
357720,Inside My Radio,14.99,USD,"Action, Casual, Indie","May 11, 2015",68
359230,Lethis - Path of Progress,19.99,EUR,"Indie, Simulation, Strategy","25 Jun, 2015",65
361990,Lakeview Cabin Collection,9.99,EUR,Indie,"9 Apr, 2015",70
362890,Black Mesa,25.99,CAD,"Action, Adventure, Indie","6 Mar, 2020",84
362960,Tyranny,29.99,EUR,"Adventure, RPG","10 Nov, 2016",80
364360,Total War: WARHAMMER,254.99,PLN,"Akcja, Strategie",24 maja 2016,86
364390,Downfall,29.99,BRL,"Adventure, Indie","15 Feb, 2016",75
364920,Uncanny Valley Demo,,,"Adventure, Indie","20 Apr, 2015",67
365160,Kona,28.99,BRL,"Adventure, Indie","17 Mar, 2017",73
365360,Battle Brothers,69.99,BRL,"RPG, Simulation, Strategy","24 Mar, 2017",80
365450,Hacknet,4.94,BRL,"Indie, Simulation","12 Aug, 2015",82
365480,Ravenmark: Scourge of Estellion,46.99,BRL,"RPG, Strategy","10 Sep, 2015",75
365660,OlliOlli2: Welcome to Olliwood,19.49,CAD,"Action, Indie, Sports","11 Aug, 2015",82
365770,Volume,36.99,BRL,"Action, Indie","18 Aug, 2015",80
365820,Company of Heroes 2 - The British Forces,38.99,BRL,Strategy,"2 Sep, 2015",80
365890,Heroes of Normandie,88.99,BRL,Strategy,"1 Oct, 2015",65
365940,Dungeon of the ENDLESS™ - Australium Update,,,"Adventure, RPG, Strategy",,79
366320,Seasons after Fall,34.9,BRL,"Adventure, Indie","2 Sep, 2016",75
366480,Ceres Demo,,,"Action, Indie, RPG, Strategy","16 Oct, 2015",74
366640,Shiness: The Lightning Kingdom,29.9,BRL,"Action, Adventure, Indie, RPG","18 Apr, 2017",68
366780,Magical Eyes - Red is for Anguish,46.99,BRL,"Adventure, Indie","30 Mar, 2016",77
366842,Call of Duty®: Black Ops III,329.9,BRL,"Action, Adventure","5 Nov, 2015",73
366870,Narcosis,28.99,BRL,"Adventure, Indie","28 Mar, 2017",72
366910,The Long Journey Home,32.99,BRL,"Indie, RPG, Simulation, Strategy","30 May, 2017",68
366970,Mighty Switch Force! Hyper Drive Edition,19.99,BRL,"Action, Indie","25 Jun, 2015",85
367520,Hollow Knight,19.49,CAD,"Action, Adventure, Indie","24 Feb, 2017",87
368500,Assassin's Creed® Syndicate,409000.0,IDR,"Action, Adventure","18 Nov, 2015",74
371140,Aegis Defenders,19.99,EUR,"Action, Adventure, Indie, RPG, Strategy","8 Feb, 2018",76
371660,Far Cry® Primal,349000.0,IDR,"Action, Adventure","29 Feb, 2016",74
373930,Sudden Strike 4,19.99,EUR,Strategy,"11 Aug, 2017",70
374040,Portal Knights,2.99,EUR,"Action, Adventure, RPG","18 May, 2017",72
374190,Infernax,26.99,CAD,"Action, Adventure, Indie, RPG","14 Feb, 2022",84
375820,Human Resource Machine,15.5,BRL,"Casual, Indie, Simulation","15 Oct, 2015",78
375910,Anno 2205™,119.99,BRL,"Simulation, Strategy","2 Nov, 2015",72
375950,Viridi,,,"Casual, Free To Play, Indie, Simulation","19 Aug, 2015",46
376140,SAGA,,,"Indie, Massively Multiplayer, Strategy, Free To Play","4 Aug, 2015",61
376300,GUILTY GEAR Xrd -SIGN-,55.99,BRL,Action,"9 Dec, 2015",84
376450,Last Days of Old Earth,73.99,BRL,Strategy,"7 Jun, 2016",66
376520,Kelvin and the Infamous Machine,32.99,BRL,"Adventure, Indie","21 Jul, 2016",79
376570,WildStar,,,"Free To Play, Massively Multiplayer, RPG","9 Jun, 2016",82
377020,The Magic Circle Demo,,,"Action, Adventure, Indie, Simulation, Strategy","9 Jul, 2015",79
377080,Hatoful Boyfriend: Holiday Star,19.99,BRL,"Adventure, Indie","5 Dec, 2015",54
377160,Fallout 4,59.99,BRL,RPG,"9 Nov, 2015",84
377300,Thunder Tier One,,,"Action, Simulation, Free To Play","7 Dec, 2021",65
377470,ENKI,10.89,BRL,"Adventure, Indie","31 Jul, 2015",43
377480,N.E.R.O.: Nothing Ever Remains Obscure,16.99,BRL,"Adventure, Indie","29 Apr, 2016",59
377840,FINAL FANTASY IX,15.79,BRL,RPG,"14 Apr, 2016",84
377860,Mushihimesama,59.99,BRL,Action,"12 Nov, 2015",86
377870,DARIUSBURST Chronicle Saviours,134.99,BRL,Action,"3 Dec, 2015",80
383870,Firewatch,25.99,CAD,"Adventure, Indie","9 Feb, 2016",81
386620,"Cook, Serve, Delicious! 2!!",25.99,BRL,"Action, Indie, Simulation, Strategy","13 Sep, 2017",62
387010,FIVE: Guardians of David,19.99,BRL,"Action, Adventure, RPG","24 Nov, 2015",66
387290,Ori and the Blind Forest: Definitive Edition,99.0,BRL,Action,"27 Apr, 2016",88
387380,Sylvio Demo,,,"Adventure, Indie","16 Jul, 2015",60
388060,The Escapists: The Walking Dead,9.19,BRL,"Indie, Strategy","30 Sep, 2015",66
388090,Five Nights at Freddy's 4,16.59,BRL,"Action, Indie, Strategy","23 Jul, 2015",51
388210,Day of the Tentacle Remastered,27.99,BRL,Adventure,"21 Mar, 2016",86
388320,1979 Revolution: Black Friday,20.69,BRL,"Action, Adventure, Indie","4 Apr, 2016",80
388420,In Between,23.99,BRL,Indie,"21 Aug, 2015",68
388520,Call of Duty®: Black Ops III,329.9,BRL,"Action, Adventure","5 Nov, 2015",73
388880,Oxenfree,12.99,CAD,"Adventure, Indie","14 Jan, 2016",80
389140,Horizon Chase Turbo,49.99,BRL,"Action, Casual, Indie, Racing, Sports","15 May, 2018",76
391220,Rise of the Tomb Raider™,2.99,USD,"Action, Adventure","9 Feb, 2016",86
392110,ENDLESS™ Space 2,39.99,EUR,Strategy,"18 May, 2017",80
393520,Iconoclasts,19.5,EUR,"Action, Adventure, Indie","23 Jan, 2018",87
394360,Hearts of Iron IV,14.99,EUR,"Simulazione, Strategia",6 giu 2016,83
397340,SimplePlanes,41.99,BRL,"Indie, Simulation","17 Dec, 2015",69
